,medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_borough,dropoff_borough,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount
0,89D227B655E5C82AECF13C3F540D4CF4,BA96DE419E711691B9445D6A6307C170,CMT,1,N,2013-01-01 15:11:48,2013-01-01 15:18:10,4,382,1.0,-73.978165,40.757977,-73.989838,40.751171,manhattan,manhattan,CSH,6.5,0.0,0.5,0.0,0.0,7.0
24,E9BA494DC1A1F26D186394EFBB8327CF,BBF604B3A2426BFBAAC982AAAA0BF1B5,CMT,1,N,2013-01-01 18:36:53,2013-01-01 18:39:04,1,131,0.5,-73.992172,40.749954,-73.99675,40.744553,manhattan,manhattan,CSH,4.0,0.0,0.5,0.0,0.0,4.5
28,8E189DABE265CC03FEF4BFC695B32559,906939B31C0B93768242A58A682412B8,CMT,1,N,2013-01-01 14:02:01,2013-01-01 14:27:39,2,1537,10.2,-73.862709,40.769142,-73.982079,40.762295,manhattan,manhattan,CSH,31.0,0.0,0.5,0.0,4.8,36.3
36,1F03ADDC384F4C5FB5E760528D4E0BA5,6607D2680127BFBCFF94193B15578DE7,CMT,1,N,2013-01-01 18:45:02,2013-01-01 18:48:48,1,225,1.2,-73.982384,40.752102,-73.993332,40.736393,manhattan,manhattan,CSH,5.5,0.0,0.5,0.0,0.0,6.0
78,5C1E310A26EEE17AA72AFE63194DE5B5,A56B275487B0D09E6BA4C8801E0B2BE3,CMT,1,N,2013-01-01 17:11:51,2013-01-01 17:17:18,3,327,1.4,-73.98793,40.749542,-73.978981,40.766735,manhattan,manhattan,CSH,6.5,0.0,0.5,0.0,0.0,7.0
90,02BFD1B64C2C80B433D3A282C828912B,375201058CFE70CE40B69903041C2310,CMT,1,N,2013-01-01 19:41:43,2013-01-01 19:49:17,2,453,2.1,-73.984734,40.76931,-73.997787,40.744205,manhattan,manhattan,CSH,8.5,0.0,0.5,0.0,0.0,9.0
102,0A3EF18FFD7FA5327C66C6B1CE068F3A,E8BD33FAF31C98E52D1E45A60216113B,CMT,1,N,2013-01-01 23:26:42,2013-01-01 23:49:24,2,1361,18.9,-73.783318,40.648636,-73.964249,40.719543,queens,brooklyn,CSH,50.5,0.5,0.5,0.0,0.0,51.5
110,1ABD0BB8B7278A49B4F6502B59E1CEFB,AE49AF37C8856F2EA32953F207A9C339,CMT,1,N,2013-01-01 23:33:10,2013-01-01 23:36:18,2,188,0.8,-73.983711,40.756092,-73.98494,40.748222,manhattan,manhattan,CSH,5.0,0.5,0.5,0.0,0.0,6.0
146,E9BA494DC1A1F26D186394EFBB8327CF,BBF604B3A2426BFBAAC982AAAA0BF1B5,CMT,1,N,2013-01-01 16:46:15,2013-01-01 16:56:03,1,587,2.8,-73.959908,40.806396,-73.983292,40.775673,manhattan,manhattan,CSH,11.0,0.0,0.5,0.0,0.0,11.5
150,333D72A3E9C09AD9EFBF79F549EFA67B,ED57BB723A58FFF10DCA8AC08AC1B103,CMT,1,N,2013-01-01 16:06:51,2013-01-01 16:22:18,2,927,1.8,-73.989059,40.750572,-73.973686,40.755997,manhattan,manhattan,CSH,11.0,0.0,0.5,0.0,0.0,11.5
151,333D72A3E9C09AD9EFBF79F549EFA67B,ED57BB723A58FFF10DCA8AC08AC1B103,CMT,1,N,2013-01-01 09:19:27,2013-01-01 09:21:52,1,145,0.5,-73.954796,40.59893,-73.950531,40.604225,brooklyn,brooklyn,CSH,4.0,0.0,0.5,0.0,0.0,4.5
3112,A4142B3536A686E0AF19544F86E1FE08,B063A1EAECC781EA74195C6F27F43C20,VTS,1,,2013-01-01 02:28:00,2013-01-01 02:38:00,1,600,3.0,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CRD,11.0,0.5,0.5,2.88,0.0,14.88
3296,2242A513238185D3AD7704A75EF21FB8,B9D6CB5BB1ECE2FC4010272137D2A336,VTS,1,,2013-01-01 07:14:00,2013-01-01 07:25:00,1,660,3.74,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CSH,12.5,0.0,0.5,0.0,0.0,13.0
3534,55FB6B6C0F0DFCE20E7E48859CAA45AD,A91BC1388E64E71C15CDE316649A2D0E,VTS,1,,2013-01-01 13:47:00,2013-01-01 13:53:00,1,360,1.4,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CRD,6.5,0.0,0.5,2.0,0.0,9.0
4139,39FDC731D7B44916F3580A201EC40FEF,B0F4872534C565F378FE69AFBE2F1DC7,VTS,1,,2013-01-01 19:01:00,2013-01-01 19:19:00,5,1080,9.93,-73.8638,40.770416,-73.98484,40.732506,manhattan,manhattan,CSH,28.0,0.0,0.5,0.0,4.8,33.3
27651,6FC85A1A4C9E9824D0D1A10532166A81,F83A6C49D423DA3266BB1268FCE4E568,VTS,1,,2013-01-01 02:17:00,2013-01-01 02:25:00,1,480,2.13,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CSH,9.5,0.5,0.5,0.0,0.0,10.5
28291,9E28C3598E3575951F8AD16241E5B874,7568B4EB4A5D30A41F53ED359BF81B7A,VTS,1,,2013-01-01 04:00:00,2013-01-01 04:18:00,1,1080,6.16,-73.96067,40.797329,-73.924156,40.760742,manhattan,manhattan,CSH,20.0,0.5,0.5,0.0,0.0,21.0
29995,B81DC8EF25CA60D2269F8049DBB1F5A5,33558B467D79E04FE8FCB6CACEC0E237,VTS,1,,2013-01-01 13:55:00,2013-01-01 13:58:00,1,180,1.22,-73.974487,40.746834,-73.984779,40.732513,manhattan,manhattan,CSH,5.5,0.0,0.5,0.0,0.0,6.0
30513,5FF9BDEA1A1F819863EAA981D86966C2,8B9B855666A59B0801538A25D2B1D8F2,VTS,1,,2013-01-01 18:34:00,2013-01-01 18:38:00,1,240,1.46,-73.983727,40.738075,-73.974617,40.75246,manhattan,manhattan,CSH,6.0,0.0,0.5,0.0,0.0,6.5
41087,B3948FE1C9BAA60429084C3C8C742439,C63F0F41FE26715299FCFE119C066D37,VTS,1,,2013-01-01 01:04:00,2013-01-01 01:24:00,2,1200,2.68,-73.980148,40.742676,-73.984367,40.770008,manhattan,manhattan,CSH,14.5,0.5,0.5,0.0,0.0,15.5
41106,1E170F1AC4227B6A930CE041C54FAC55,3178E9041332A4F037E6FDE5C2CB92FA,VTS,1,,2013-01-01 03:02:00,2013-01-01 03:05:00,1,180,0.51,-73.998253,40.754307,-73.996323,40.758247,manhattan,manhattan,CSH,4.0,0.5,0.5,0.0,0.0,5.0
41763,D80FD255D1921207A256F30136F4DBB2,F7738A2349674017FB20FD422A3CD2E1,VTS,2,,2013-01-01 13:30:00,2013-01-01 13:58:00,1,1680,17.88,-73.789696,40.645226,-73.993439,40.736015,queens,manhattan,CSH,52.0,0.0,0.5,0.0,4.8,57.3
41837,54E0A7E84EAFDF6D0C70DC8E8A272FD9,6FB0B9EA44C28EF6E5CEA27955C6B498,VTS,1,,2013-01-01 11:47:00,2013-01-01 11:56:00,6,540,1.83,-73.997284,40.766659,-73.99337,40.752247,manhattan,manhattan,CSH,8.0,0.0,0.5,0.0,0.0,8.5
87605,19CD3E8DDB8FD3250C1A93432C0A4354,8736A961B0A91F3C120DDB7626876736,VTS,1,,2013-01-01 18:41:00,2013-01-01 19:00:00,1,1140,9.44,-73.873993,40.773716,-73.996803,40.746346,manhattan,manhattan,CSH,27.0,0.0,0.5,0.0,4.8,32.3
92944,63E1CE031EDB33209F200A44A2A50532,DCD6A3DA3488EF99AAC46FE0EF41449B,VTS,5,,2013-01-01 00:21:00,2013-01-01 00:21:00,1,0,0.0,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CRD,11.5,0.0,0.0,1.0,0.0,12.5
96103,3E841B83C3B99F71F38C483C76D39E4F,21D086F9F8A40D99A834C253B05DD6D4,VTS,1,,2013-01-01 00:20:00,2013-01-01 00:20:00,1,0,0.03,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CSH,2.5,0.5,0.5,0.0,0.0,3.5
96140,72427BE07CFC31814826BCE9EB92D8D5,BC06BC4CB757E3F09B1F65C055ADC51B,VTS,1,,2013-01-01 06:24:00,2013-01-01 06:29:00,6,300,1.9,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CSH,7.5,0.0,0.5,0.0,0.0,8.0
96471,8EB9CE00A5AD729095BC542FC5FDB5F4,0766C20575FB088022E9B7D889D899A3,VTS,1,,2013-01-01 10:31:00,2013-01-01 10:45:00,1,840,4.67,-73.991516,40.75798,-74.016251,40.706989,manhattan,brooklyn,CSH,16.5,0.0,0.5,0.0,0.0,17.0
96490,AA5F0613C76891C045AC4F1989DA2334,5C8BAF38B31932AD0D52C43107716FCD,VTS,1,,2013-01-01 22:57:00,2013-01-01 23:23:00,6,1560,7.25,-73.99234,40.743896,-73.985527,40.666286,manhattan,brooklyn,CSH,25.0,0.5,0.5,0.0,0.0,26.0
119214,CD502710B2469A1EAE9BCDC19CF735E7,05813BFE89F24C69BC52F0570B8ABB0E,VTS,1,,2013-01-01 00:08:00,2013-01-01 00:21:00,2,780,2.18,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CRD,10.5,0.5,0.5,2.2,0.0,13.7
119380,351F5FF3C89025A0BF48A4165A91EF73,728527F9677CE0F7CFE61E539C6B5446,VTS,1,,2013-01-01 09:59:00,2013-01-01 10:02:00,4,180,0.5,-73.977036,40.747116,-73.981918,40.75172,manhattan,manhattan,CSH,4.5,0.0,0.5,0.0,0.0,5.0
121011,389A20E67D9E24A76DAE17B8A9B92470,5FF16A2DA76372B6290FD409864EC590,VTS,1,,2013-01-01 10:41:00,2013-01-01 10:47:00,1,360,1.18,-73.991524,40.685074,-73.997383,40.69632,brooklyn,brooklyn,CSH,6.5,0.0,0.5,0.0,0.0,7.0
122260,8B4DC084FEC4F3044723A11FBD4A0666,BD9472D181EBB291C2E5BB6240FB1301,VTS,3,,2013-01-01 15:32:00,2013-01-01 16:06:00,1,2040,20.68,-73.97464,40.765038,-74.177261,40.695019,manhattan,staten,CSH,74.0,0.0,0.0,0.0,10.25,84.25
132376,6F70DA82F52A1281E4E6646AE996D25A,83B512F70589A259456E5B5F2A10325F,VTS,1,,2013-01-01 01:39:00,2013-01-01 01:45:00,5,360,1.03,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CSH,6.5,0.5,0.5,0.0,0.0,7.5
132432,E9DFAA0D0B0B8CE49835A11B3BC18267,50EC43D46E643A3C7DF5139A37B254E7,VTS,1,,2013-01-01 05:34:00,2013-01-01 05:48:00,1,840,8.86,-73.988495,40.727325,-73.907089,40.768463,manhattan,manhattan,CSH,25.0,0.5,0.5,0.0,0.0,26.0
133680,B4F089612D651EEFB08F7183F756BC16,46A8B99CCFD02278852BC9E719A71C42,VTS,1,,2013-01-01 13:48:00,2013-01-01 13:58:00,2,600,3.04,-74.004288,40.721806,-73.984962,40.753475,manhattan,manhattan,CSH,11.0,0.0,0.5,0.0,0.0,11.5
134670,698A6074D905BC18FE001032FA0B2048,0C3A9C293D0EC467F7550D363FB2B459,VTS,1,,2013-01-01 15:36:00,2013-01-01 16:04:00,6,1680,20.65,-73.79155,40.645611,-74.040413,40.622627,queens,brooklyn,CSH,55.0,0.0,0.5,0.0,0.0,55.5
153955,25AFE357A45E874A0079A3E5B1291CE5,133E9E454880F54CF88962207F3327E3,CMT,1,N,2013-01-01 02:49:18,2013-01-01 02:53:31,2,253,0.7,-73.982529,40.742527,-73.976212,40.735832,manhattan,manhattan,CRD,5.0,0.5,0.5,0.0,0.0,6.0
154817,DB5838EC149690FFFCF2E09E6273105C,C9E333A4F578C1E44F4224FA407970CC,CMT,1,N,2013-01-01 02:04:10,2013-01-01 02:33:27,5,1757,18.6,-73.976509,40.682858,-73.798363,40.667336,brooklyn,queens,CRD,52.0,0.5,0.5,5.0,0.0,58.0
154890,8CF2864FC26A62D61F757DA86064A44E,B1DA69C2D3B365FEF7E8579FD95FC30F,CMT,1,N,2013-01-01 04:25:31,2013-01-01 04:29:05,1,214,1.1,-73.982399,40.750996,-73.971085,40.761749,manhattan,manhattan,CRD,5.5,0.5,0.5,1.95,0.0,8.45
155111,C36DABD5D9D9F06C8EE0DAF5117938B9,B72F7DEEB7DC02335E6823680103FA40,CMT,1,N,2013-01-01 05:33:08,2013-01-01 05:48:36,1,927,6.9,-73.922279,40.706245,-73.912735,40.766636,brooklyn,manhattan,CRD,21.0,0.5,0.5,4.4,0.0,26.4
155734,7B9B7DA0612AB6D6CDB6EFC1337DEB4E,10C8269A33156E44EA0237CA17F10916,CMT,1,N,2013-01-01 17:13:41,2013-01-01 17:26:09,1,748,3.8,-73.97892,40.740574,-73.981216,40.741695,manhattan,manhattan,CRD,13.5,0.0,0.5,12.0,0.0,26.0
156065,B3E448E35A2C9A3C32EC2FFE266B10CC,2AC2BA996EFE897E52E2C900FA9332EF,CMT,1,N,2013-01-01 03:41:57,2013-01-01 03:51:11,1,553,2.8,-73.983528,40.743919,-73.955879,40.772339,manhattan,manhattan,CRD,10.5,0.5,0.5,2.3,0.0,13.8
156084,8D90E4C96A0C162BC9A663F7F3C45379,AFDB6FE46E0FD1DD6E214744274316B3,CMT,1,N,2013-01-01 00:15:43,2013-01-01 00:22:41,1,417,1.5,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CRD,7.5,0.5,0.5,1.7,0.0,10.2
156435,1E43DB9A884AF333DBCABD73C70D0DB4,D25781FA72D2C328B9F120736E6CAA68,CMT,1,N,2013-01-01 12:48:46,2013-01-01 13:03:15,1,868,5.0,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CRD,16.5,0.0,0.5,4.25,0.0,21.25
156509,BF55ABC1C429E66DF915B50CA8F72614,764F772ED9CA6A8A07C625266CAAD5A2,CMT,1,N,2013-01-01 12:25:02,2013-01-01 12:28:48,1,225,1.3,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CRD,6.0,0.0,0.5,1.62,0.0,8.12
156547,2A8C4DE7124FD9F1090F59693E297A32,17517E1FF07054B50523A1FA200F9D70,CMT,1,N,2013-01-01 04:55:32,2013-01-01 05:04:42,1,549,1.6,-74.000374,40.74802,-73.98101,40.733936,manhattan,manhattan,CRD,8.5,0.5,0.5,3.5,0.0,13.0
156602,31642EC7B1A51589E044284B4901B510,C8FFC38654B12648D6713AF94B94337F,CMT,1,N,2013-01-01 02:36:09,2013-01-01 02:41:17,1,308,0.9,-73.990173,40.740616,-73.982796,40.731392,manhattan,manhattan,CRD,5.5,0.5,0.5,2.0,0.0,8.5
156898,90C557A8054DD55719D094144BA460BB,F05EBB73389A5731DCBA3BE4BF07F9A5,CMT,1,N,2013-01-01 11:38:20,2013-01-01 11:42:46,1,265,1.3,-73.997864,40.75631,-74.004997,40.741158,manhattan,manhattan,CRD,6.0,0.0,0.5,1.5,0.0,8.0
157247,3B26D0D0A99C09AB80BBB6AC8C506774,91DBED8F157F66122ACF3B08FDC93D85,CMT,1,Y,2013-01-01 19:48:33,2013-01-01 19:57:53,1,560,0.0,-74.004639,40.737701,-74.016029,40.71471,manhattan,brooklyn,CRD,2.5,0.0,0.5,7.0,0.0,10.0
157635,E9A54865CAF737ED003957478C9D8FA1,191121FC958FB5E9A7A67B55BD7CCD5F,CMT,1,N,2013-01-01 01:20:26,2013-01-01 01:25:07,1,280,1.7,-73.976967,40.73875,-73.961121,40.760738,manhattan,manhattan,CRD,7.0,0.5,0.5,2.0,0.0,10.0
157818,95334C70E41D90045EDD21D19A74DF70,88316ABC822F897800967C5B3702758B,CMT,1,N,2013-01-01 03:07:20,2013-01-01 03:12:16,2,296,0.6,-73.97747,40.746296,-73.985023,40.74226,manhattan,manhattan,CRD,5.0,0.5,0.5,1.2,0.0,7.2
158022,9AB060AF988E63CB0A5CEE9DA15F1F82,2E06D2F61CEEA57A8CCBAE2A1AA4C17B,CMT,1,N,2013-01-01 01:26:57,2013-01-01 01:41:50,2,893,2.8,-73.971603,40.754559,-74.000053,40.738861,manhattan,manhattan,CRD,12.0,0.5,0.5,3.0,0.0,16.0
158500,0E7E16BB2EE7DD596E688B61521D36A6,9AEF18C91B18B564F9BB84F7500A8E18,CMT,1,N,2013-01-01 11:33:06,2013-01-01 11:36:58,2,231,1.4,-73.98304,40.734917,-73.998222,40.722832,manhattan,manhattan,CRD,6.0,0.0,0.5,1.3,0.0,7.8
158834,38DBFA660879533C53600408199AA89E,4FB89340A46D7C0615D1BA2B8AB078B6,CMT,1,N,2013-01-01 07:42:21,2013-01-01 08:00:36,2,1094,10.3,-73.997795,40.756294,-73.861237,40.768093,manhattan,manhattan,CRD,29.5,0.0,0.5,6.95,4.79,41.74
159369,DDE7D14A700EB6805F3214740A875C20,B556BCCBFD08A15599E2DDA1F2297013,CMT,1,N,2013-01-01 13:54:25,2013-01-01 13:56:04,1,99,0.3,-73.99176,40.744755,-73.996445,40.746181,manhattan,manhattan,CRD,3.5,0.0,0.5,0.8,0.0,4.8
159789,37DFB624D809C5607CC6719CD4861415,E0BC9EC4278FC790B78BA859957492DF,CMT,1,N,2013-01-01 16:54:52,2013-01-01 16:59:12,1,260,1.2,-73.946236,40.781246,-73.958359,40.768921,manhattan,manhattan,CRD,6.0,0.0,0.5,1.2,0.0,7.7
159827,CC6FDF869195BBD5C7C6589AD116258B,36E335FA16DE2FFEF86A7F445AC37416,CMT,1,N,2013-01-01 18:53:20,2013-01-01 18:58:10,2,290,0.9,-73.994705,40.685558,-73.992569,40.678825,brooklyn,brooklyn,CRD,5.5,1.0,0.5,1.4,0.0,8.4
159973,311518AFA6CB5DF4A6544D3BE4B04DBE,3B14AE40235A4734E3263DB3604C4E70,CMT,1,N,2013-01-01 20:14:59,2013-01-01 20:22:18,2,439,1.5,-73.980209,40.75172,-73.982315,40.765259,manhattan,manhattan,CRD,7.5,0.5,0.5,1.0,0.0,9.5
160342,F36EA48425A73B1317A741C72340A512,8EDD3220ABBD2538336630B328730632,CMT,1,N,2013-01-01 02:17:35,2013-01-01 02:32:47,1,912,6.4,-74.005844,40.711185,-73.956848,40.768166,brooklyn,manhattan,CRD,20.0,0.5,0.5,2.0,0.0,23.0
161093,237F49C3ECC11F5024B254268F054384,6468A7543D945EA3FDDDCDA4DC4DF4FF,CMT,1,Y,2013-01-01 22:18:12,2013-01-01 22:20:45,1,152,1.2,-73.989548,40.729378,-73.97847,40.745045,manhattan,manhattan,CRD,5.5,0.5,0.5,1.0,0.0,7.5
161149,D2DF0BEB0863E635BD47723AD8EBAB60,BEDF72429E9D63DDF98ED7EA60F9E6A9,CMT,1,N,2013-01-01 20:15:53,2013-01-01 20:26:24,1,630,3.4,-73.955986,40.775959,-73.984726,40.73629,manhattan,manhattan,CRD,12.0,0.5,0.5,1.0,0.0,14.0
161805,310A62EDB5505A0E15185BD31E8CC17B,436D4AD057C26BAD35E8A2E3192F0894,CMT,1,N,2013-01-01 20:05:37,2013-01-01 20:26:15,1,1237,6.6,-74.006294,40.733559,-73.942314,40.786469,manhattan,manhattan,CRD,22.5,0.5,0.5,3.0,0.0,26.5
162517,4D0A5B1BD7C0B459D49CA9A2B9ADCF24,0CA2E8E05D53C165ECE7397EE2A779F4,CMT,1,N,2013-01-01 18:58:24,2013-01-01 19:10:49,1,744,8.3,-73.975822,40.744789,-73.871414,40.774281,manhattan,manhattan,CRD,23.5,0.0,0.5,5.76,4.8,34.56
162848,0718D7D98340FB8C8262ED4659A697D6,53E8732A1E652981014EDE7C90285DED,CMT,1,N,2013-01-01 01:18:40,2013-01-01 01:34:03,1,922,8.0,-73.97496,40.680717,-73.891052,40.749027,brooklyn,manhattan,CRD,24.5,0.5,0.5,5.1,0.0,30.6
163714,B741DB536A3053E1E1787BAB33ADAE43,82A98FC4804AC4FC8C425CA5877EEE79,CMT,1,N,2013-01-01 14:40:18,2013-01-01 14:54:15,1,836,3.5,-73.959061,40.783367,-73.991882,40.742481,manhattan,manhattan,CRD,13.5,0.0,0.5,2.8,0.0,16.8
163733,B198291108B2CD6057094CE67EBC305F,3B89F02F4C50BA2A429C8DEC5823BCA5,CMT,1,N,2013-01-01 22:37:42,2013-01-01 22:56:03,1,1101,5.7,-73.99015,40.760719,-73.989365,40.69112,manhattan,brooklyn,CRD,19.5,0.5,0.5,4.1,0.0,24.6
163825,9AE01AEEA2E4D0A9BBDA62946FCE81D0,A77F00FE9B0670BD3550FCDBD7B92C56,CMT,5,N,2013-01-01 13:30:20,2013-01-01 13:31:01,1,40,0.0,-74.031311,40.748669,-74.031281,40.748657,manhattan,manhattan,CRD,70.0,0.0,0.0,14.0,0.0,84.0
164229,3D783BDC6947619D05EE15CF384AA2E1,260965A43D80E2329ADF88DA531071BD,CMT,1,N,2013-01-01 03:23:39,2013-01-01 03:41:13,3,1054,4.4,-73.989418,40.729916,-73.94722,40.779827,manhattan,manhattan,CRD,16.0,0.5,0.5,3.4,0.0,20.4
164470,5FAA5CEC76673C348E6FD42FE1556D68,379A7C92809AE0145B7465E17B8F3780,CMT,1,N,2013-01-01 05:31:17,2013-01-01 05:44:57,1,819,5.9,-73.89769,40.752487,-73.89769,40.752487,manhattan,manhattan,CRD,18.0,0.5,0.5,2.0,0.0,21.0
164820,9661D3F4C6E05328213603ED701E11A4,EEDE57108D76F5B35E4441505B3AB70B,CMT,1,N,2013-01-01 23:04:49,2013-01-01 23:11:18,1,388,1.1,-73.985336,40.723606,-74.002151,40.726433,manhattan,manhattan,CRD,6.5,0.5,0.5,1.5,0.0,9.0
165110,1BC7642300D11A29E233E2B331F8F76E,B7672F58F8EB0F916B3659DD2DD5E9AB,CMT,1,N,2013-01-01 18:39:20,2013-01-01 18:51:13,1,712,2.7,-73.953545,40.770958,-73.988365,40.77808,manhattan,manhattan,CRD,11.0,0.0,0.5,2.3,0.0,13.8
165775,3D423211B86371C0716BB29FA7F2E395,74D0F543A2B86D7ED42BAD2FC3110968,CMT,1,N,2013-01-01 21:22:54,2013-01-01 21:39:55,1,1021,9.2,-73.982506,40.731571,-73.8396,40.719296,manhattan,queens,CRD,26.5,0.5,0.5,8.07,4.8,40.37
167187,7ECD9CFAE09251F893DD7EB2718E1B51,DCCC631C854F3733D2BA1293C395A939,CMT,1,N,2013-01-01 22:19:14,2013-01-01 22:29:07,1,593,5.1,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CRD,16.0,0.5,0.5,1.0,0.0,18.0
176862,1DC934AD2DA4FAB518E537C52010528F,26E4B0902F804DB36BFC9012604A0850,CMT,1,N,2013-01-01 17:56:20,2013-01-01 18:08:39,3,739,4.1,-73.988777,40.730965,-73.946335,40.772888,manhattan,manhattan,CRD,13.5,0.0,0.5,3.5,0.0,17.5
177135,D9ADBE8E88F3535CAA47AC9F3B7D9C99,A61D4416CEF41E24A67237415EC9DF57,CMT,1,N,2013-01-01 06:18:14,2013-01-01 06:37:28,1,1153,7.7,-73.998634,40.713608,-73.976906,40.752026,brooklyn,manhattan,CRD,25.0,0.0,0.5,6.37,0.0,31.87
182985,486D048A1F2BBA76FAAD325B6B96C6E8,AB92B799A4DFDECBF16CC42C9F3B8C97,CMT,1,N,2013-01-01 19:53:04,2013-01-01 19:57:33,1,268,1.2,-73.9813,40.741497,-73.991676,40.731697,manhattan,manhattan,CRD,6.0,1.0,0.5,1.5,0.0,9.0
183022,7BAE78324980C145916E3443E8B9F13F,BFFCAAB131BC86909C013C67C15FD8C0,CMT,1,N,2013-01-01 15:28:39,2013-01-01 15:37:05,1,505,2.0,-73.950233,40.779682,-73.970924,40.76086,manhattan,manhattan,CRD,9.5,0.0,0.5,1.0,0.0,11.0
187613,A959860D971E2349258BA6E55CFA0CC2,A296FA4D13B70AD8C2D440D377644610,CMT,1,N,2013-01-01 11:21:44,2013-01-01 11:37:58,1,973,6.2,-73.989906,40.73101,-73.970169,40.799515,manhattan,manhattan,CRD,20.5,0.0,0.5,2.0,0.0,23.0
187997,1F38CEA41417422E863CA6AA475C5939,6455AFB407EFA52DB2DF2C49DB19572F,CMT,1,N,2013-01-01 11:49:30,2013-01-01 11:56:20,1,410,1.9,-74.001427,40.746449,-73.98053,40.730202,manhattan,manhattan,CRD,8.0,0.0,0.5,1.5,0.0,10.0
203974,D2BD7B2311CAF9D670C8A9A4C18A9C71,76D9CFA338E05BEF6A6211CC50BC1E7F,CMT,1,N,2013-01-01 06:09:36,2013-01-01 06:29:03,1,1167,8.1,-73.990829,40.734966,-73.948677,40.828686,manhattan,manhattan,CRD,25.5,0.0,0.5,5.2,0.0,31.2
210012,EE044E9C59DE1BBF1EDE67E84F8F4BAB,F43FD75D2E6DD424A063FCC425734F3B,CMT,1,N,2013-01-01 18:42:42,2013-01-01 18:51:16,2,513,1.7,-73.985794,40.726856,-74.000725,40.742107,manhattan,manhattan,CRD,8.0,0.0,0.5,1.7,0.0,10.2
210197,1292BE11BDF5667FE5555F372FA7E0EB,BE9C53BA690B5AC6FA905AE9D7042D03,CMT,1,N,2013-01-01 22:06:11,2013-01-01 22:16:51,1,640,3.3,-73.97876,40.740429,-74.011711,40.70763,manhattan,brooklyn,CRD,12.0,0.5,0.5,1.0,0.0,14.0
212815,4EAF9559F4749189617F378E087FCF28,60C82061E81CBAD49BD9FC2771D08B7F,CMT,1,N,2013-01-01 21:30:24,2013-01-01 21:34:16,1,231,1.2,-73.991013,40.727947,-73.982971,40.742027,manhattan,manhattan,CRD,5.5,0.5,0.5,1.3,0.0,7.8
213363,972953526D7289A6B537EE9C225CA902,3603DB426B6C9596DACF709F9D82F65E,CMT,1,N,2013-01-01 11:06:03,2013-01-01 11:14:25,1,502,4.1,-73.968086,40.762169,-74.002975,40.733463,manhattan,manhattan,CRD,13.0,0.0,0.5,1.58,0.0,15.08
213584,0DC372E1F0AEC7EBBBC97020397DB3E2,DBB8626408DA718A1D3132D8D37BC8BF,CMT,1,N,2013-01-01 03:25:30,2013-01-01 03:37:03,1,692,2.0,-74.00071,40.74881,-73.986565,40.730568,manhattan,manhattan,CRD,9.5,0.5,0.5,1.0,0.0,11.5
214387,0542902E3D56DFE64D5B944A9D9F54B0,D8F9C42F5EAF44378C1E8C084DE8CE05,CMT,1,N,2013-01-01 12:50:36,2013-01-01 12:57:29,1,412,2.3,-73.973671,40.747944,-73.987503,40.720036,manhattan,brooklyn,CRD,8.5,0.0,0.5,1.8,0.0,10.8
214461,DDB3F3E0172B1FBF0C9E39CA773CC6E3,5B3AB2131CB5472AEA1C129E71DAB85E,CMT,1,N,2013-01-01 21:25:19,2013-01-01 21:31:40,1,380,2.8,0.0,0.0,0.0,0.0,outside_nyc,outside_nyc,CRD,9.5,0.5,0.5,1.5,0.0,12.0
214863,0656FF1A11240CA7E44A998B53EC88DD,703755EB344961003F7AE7E28322DC82,CMT,1,N,2013-01-01 01:11:55,2013-01-01 01:47:33,1,2136,10.6,-73.976662,40.759258,-73.99688,40.662704,manhattan,brooklyn,CRD,35.5,0.5,0.5,3.0,0.0,39.5
215731,03435B7F7AB3F3E864C1BD7A8DD77351,E8BCBC4606D532680AFD9511F0CEA755,CMT,1,N,2013-01-01 18:28:40,2013-01-01 18:37:02,2,502,1.0,-74.001389,40.737206,-73.98745,40.729305,manhattan,manhattan,CRD,7.0,0.0,0.5,1.0,0.0,8.5
215897,2F2F160D8428A7757500371F980468D5,07B077CA1C642121B3E33FD38898C87F,CMT,1,N,2013-01-01 15:22:02,2013-01-01 15:41:20,1,1158,4.0,-73.9981,40.72414,-73.988548,40.765739,manhattan,manhattan,CRD,16.0,0.0,0.5,2.0,0.0,18.5
